channel_id,origin_keyword,origin_method
UC5NkuOQtV8vv3fcZjswto2Q,walking tour 4k,channel_search
UC5PH7F0A-6VbY1VZqm-QYPg,shopping mall walk,channel_search
UC5QB3ylKIylDqi2grjc2VgA,walking tour 4k,channel_search
UC5QDglJZDGDaHEW6OlYHNhg,driving tour 4k,channel_search
UC5SUTMlbrSNnBMH29HhcYUA,shopping mall walk,channel_search
UC5SzjTQtE_W4ZXGTqO5rtIQ,driving tour 4k,channel_search
UC5T6HzL3nNwG2T-b06JhRVw,driving tour 4k,channel_search
UC5UpDtomKPrrpUWtQYv9p2Q,shopping mall walk,channel_search
UC5WTc9d07ThTlM_HDeJqCQA,bike tour 4k,channel_search
UC5eVarTJNKF1vGj3liPMsiA,bike tour 4k,channel_search
UC5fdb3oM5g4QO-wPNx_TdbA,walking tour 4k,channel_search
UC5h56hC43HEbEPFbknhw-hQ,driving tour 4k,channel_search
UC5j62sr1ZPe3vCrp4xNh16Q,shopping mall walk,channel_search
UC5md3r8dZMfawrRVd37vn8A,shopping mall walk,channel_search
UC5q19RJi3xvpX_7CCOtd5Yw,shopping mall walk,channel_search
UC5rHti2iIMkXL12pxhMLvTg,shopping mall walk,channel_search
UC5tO3BQMoW9prwzCfH8ejrQ,bike tour 4k,channel_search
UC5vr9NdgQ1P-5Hf2fgeK-Cw,driving tour 4k,channel_search
UC5wO0d9W48L-mY8C2ALMZ0Q,walking tour 4k,channel_search
UC5xAL772FwBi6870yBvD03g,bike tour 4k,channel_search
UC6--YfgH0uUrHFMuUKamkuA,shopping mall walk,channel_search
UC6-M1mOhXK7YujOPvXy0ITA,driving tour 4k,channel_search
UC62XLEy4ZRTL2q8YzOJBDow,driving tour 4k,channel_search
UC62aibixNZmxWhw9hu-CXyg,bike tour 4k,channel_search
UC67NGpdDMZSXIV_SrMpgqvw,shopping mall walk,channel_search
UC6AINqORFmjEg0LLRI_zHkg,walking tour 4k,channel_search
UC6BHizaTNFNIxaM3T68ydWQ,shopping mall walk,video_search
UC6CXHAvSPeaRCtsJlcnbKoA,shopping mall walk,channel_search
UC6IZsnaMmnsGWLF7L56BDlw,driving tour 4k,channel_search
UC6J73Z-VD8qlxjQYDVY659g,driving tour 4k,channel_search
UC6KL3AEZuD_SbNrZnWbM2pw,bike tour 4k,channel_search
UC6MEIbc5pteNVos8sTfzaRg,shopping mall walk,channel_search
UC6Qe8kkus_Rk8Er_JB4AzBg,city walk 4k,channel_search
UC6RjUDqsudU3cV2Mu6E1UeA,driving tour 4k,channel_search
UC6Un-_AffknYF_eUP-3TduQ,walking tour 4k,channel_search
UC6XiQ46lHZiyuSi8hCsfsJQ,shopping mall walk,channel_search
UC6YA2bNbUNC81uMGzRdNpXg,walking tour 4k,channel_search
UC6b-XsDv_VnFrFLYEeao3cg,bike tour 4k,channel_search
UC6eGKoAhwqIGVBP9zGfk55A,driving tour 4k,channel_search
UC6iMh6kIbgw9qszJgy4tmEA,driving tour 4k,channel_search
UC6q4dAzmRE6VfKL8rBNejwQ,shopping mall walk,channel_search
UC6wEiYpxFG4QDlPausHANag,shopping mall walk,channel_search
UC6xNCDbEXyEdgDxW2RTFLDg,bike tour 4k,channel_search
UC6ydxG6fpQOU1zHNPPE_BEw,walking tour 4k,channel_search
UC70T1ORmoJNe8mjtDvxNqfA,city walk 4k,channel_search
UC72Me8iRsLk644O7sQDq-Hg,shopping mall walk,channel_search
UC795mihu0k4GXm6A-X1EVJw,bike tour 4k,channel_search
UC79hYEUI99QhdYbH8iOgOBA,shopping mall walk,channel_search
UC7BjnFFuOZrTH80BKN-_fjg,shopping mall walk,channel_search
UC7FRx_KeF1Oh1S3UAyaCr9g,shopping mall walk,channel_search
UC7Fg2-S6rtsy_VsrsajBwoA,shopping mall walk,channel_search
UC7KZKgUXHCiyPWowl1MhMcQ,driving tour 4k,channel_search
UC7Oy-EVK_d9-xP-CjGAXBkA,shopping mall walk,channel_search
UC7WZPC7mRWexLM24G3Y3ytg,driving tour 4k,video_search
UC7XMkEI2kdL17Aw81clh0tQ,walking tour 4k,channel_search
UC7Y3STnOfGWLfHrImQ3Vw9g,shopping mall walk,channel_search
UC7eykPlg09noi896kJtwQIg,bike tour 4k,channel_search
UC7g0pB92Vd3jADWn5NNvC3A,shopping mall walk,channel_search
UC7gRlzZTAtwW13TzvabUMHQ,shopping mall walk,channel_search
UC7h2iPI328lkzFp7nZOTd-A,shopping mall walk,channel_search
UC7iOZBFYUcEKUrB5dqLViFA,bike tour 4k,channel_search
UC7kpCjVmzNj-UlIqwAQqBsw,walking tour 4k,channel_search
UC7nMDGcJyFxXyQEWoshvEJw,shopping mall walk,channel_search
UC7sW58swodcDC9xwkruGebA,bike tour 4k,channel_search
UC7vn4igAxWEQTEI8dIx3nvA,bike tour 4k,channel_search
UC7wk8cuYjpW8cnqrx7edlBg,shopping mall walk,channel_search
UC7x4FXAszJNHvNZNpubahSg,bike tour 4k,channel_search
UC88B5lADiTq5LBOZHMwux7g,walking tour 4k,channel_search
UC8C9HDtv5gZCs_IKSFRKrvA,driving tour 4k,channel_search
UC8EJzQLmOVEJMIefhrh9lfw,bike tour 4k,channel_search
UC8O7xrodlbVu9uecFg5k4yA,shopping mall walk,video_search
UC8QRoaSX9Y0u_KLeG5kuw2A,driving tour 4k,channel_search
UC8QvVqaA8HIt-0PRgLpmCoA,shopping mall walk,channel_search
UC8SEHROuTjHN17qDh8rXOeA,city walk 4k,channel_search
UC8WvFn7mw9By35Hp40ilnEw,shopping mall walk,channel_search
UC8XPuYNh-gNqq60xeHgn2CA,walking tour 4k,channel_search
UC8Z9vFcI4K1SMmiP_35GGeg,bike tour 4k,channel_search
UC8ZLPZXJpL9s5Ovmp5gbuuw,driving tour 4k,channel_search
UC8_Hgzg4YA9mgZ0_JRNEYkQ,bike tour 4k,channel_search
UC8bqdDAFTRi5NUG1K8JYp_w,shopping mall walk,channel_search
UC8htF1eWXH5TjcT_SZ-ZKKg,driving tour 4k,channel_search
UC8jFPZS-p9MmVRCZi8giNcw,shopping mall walk,channel_search
UC8k20etttTjJL-NlEZSNS5A,city walk 4k,channel_search
UC8lk1PidR1QY0jlphsYJqtw,shopping mall walk,channel_search
UC8nZZDA1BX1j47TqY5mdPtw,shopping mall walk,channel_search
UC8pAQRM4UaWjwezPE-C4Pew,walking tour 4k,channel_search
UC8ub6tK9bIyvzZwZee6Lk4g,shopping mall walk,channel_search
UC8v8jjKIk_Z-RspqqKmXIMA,walking tour 4k,channel_search
UC8wW2nE3ffVSzLm5wsKKrIw,shopping mall walk,channel_search
UC90ptpEteW0wLAWYAYVfu4Q,driving tour 4k,channel_search
UC96naPCanwxhWex3py8VJsQ,bike tour 4k,channel_search
UC97bPE8h4k9ON2-A6ewan1g,driving tour 4k,channel_search
UC98XzjgOoWofHLpDvjYsQ-Q,driving tour 4k,channel_search
UC9BeEl3O8392UAIEjhDdfdw,walking tour 4k,channel_search
UC9H6puc33_y7nyg53bxnMMQ,shopping mall walk,channel_search
UC9IXi6PVtap0jaMcYNN8R2A,walking tour 4k,channel_search
UC9IcCvKzz1fK5BdzUNJvm0w,shopping mall walk,channel_search
UC9PvHpXYXQf1SHSJMKnhV4Q,bike tour 4k,channel_search
UC9QHZzGA4EEzBGxXYHDXkNA,shopping mall walk,channel_search
UC9S8HtK0MtJkRYzC2gPafUA,walking tour 4k,video_search
UC9UsGKwsvenOdOEZONf-V2A,shopping mall walk,channel_search
UC9VssuPjY986K1Lh9mnrPHg,walking tour 4k,channel_search
UC9a0sXTccGgXhde2kjNKPow,driving tour 4k,channel_search
UC9h4QZuWvWoWmoQ3oPet5cw,driving tour 4k,channel_search
UC9lG5PvfAswJ4XEV8nnnxkw,walking tour 4k,channel_search
UC9mI3W7Kpw7RoOKtPn9XpWQ,bike tour 4k,channel_search
UC9qbQ4UCoJSN-fdD4B0PNFg,shopping mall walk,channel_search
UC9re35to6VMYSi90f2_r0Jg,driving tour 4k,channel_search
UC9t2nkZydHvk6pVviu5Cang,driving tour 4k,channel_search
UC9wzcfbEq-aGM4Tcx55MlVA,bike tour 4k,channel_search
UC9yn2TIt5Ky_E2UtT10fHzw,shopping mall walk,channel_search
UC9zQgZIt6hEiTo58dy5TJeQ,bike tour 4k,channel_search
UCA463xlOYGgu-vSXiYUOh1Q,bike tour 4k,channel_search
UCA5C4oN8ocBo4U23AnSpB0g,driving tour 4k,channel_search
UCA7Vca0X0-Hml6mpBVWW8rg,bike tour 4k,channel_search
UCA8DJgOQSLT9DqW2DSr_Nfg,walking tour 4k,channel_search
UCA9FGnSg-rJ-yO1XcoqHxUw,shopping mall walk,channel_search
UCAAaCvgyVTZj8o4F2Qp5OGA,driving tour 4k,channel_search
UCALM_fbZu3T_1gqE3Nvahag,driving tour 4k,channel_search
UCANq3z1JxPD8unE_38f4HKA,driving tour 4k,channel_search
UCAP7WvE7OYipnNzuYAkizoA,bike tour 4k,channel_search
UCAQLIhgbZGo1GgyONrKHuWw,shopping mall walk,channel_search
UCASXd9nRaTQ-VFd43u5aJFA,city walk 4k,channel_search
UCATuncqJfsJwfbVit497e0g,walking tour 4k,channel_search
UCAVZ5j0h1rSPwRxO-QL5mBQ,shopping mall walk,channel_search
UCA_-EZvszJYMeOkz4dCfKgQ,shopping mall walk,channel_search
UCA_1jmGYLiNt-8GG2rC79VQ,bike tour 4k,channel_search
UCA_KwkhI9VRJ9Wuk3TJH4rw,shopping mall walk,channel_search
UCAbWR4B6IvUPJ9hDEtoZBqg,walking tour 4k,channel_search
UCAdiQP1QsJvAUGu_fm0g86A,shopping mall walk,channel_search
UCAgeBb9AlW3ZXDkH6wMu1Aw,shopping mall walk,channel_search
UCAhHaJ-YYM0j2wxxzZItUqA,driving tour 4k,channel_search
UCAhkUEDfztvmwDvEYeTB88g,bike tour 4k,channel_search
UCAlqTdQbPX0XJblZcpBI7qA,shopping mall walk,channel_search
UCAqIF9bloCpaqyqpQDQwwYw,driving tour 4k,channel_search
UCArUoN9mgFgvVGiRBaq2QLA,walking tour 4k,channel_search
UCAvjrsix7WOyIeuRJmfHJAg,walking tour 4k,channel_search
UCAzRg54VwTA4ySROuoXhqwQ,walking tour 4k,channel_search
UCB51Oqljg5xfMuQXt4oR9jw,bike tour 4k,channel_search
UCB6fSJtnlkYr4N4Y22kGKGw,walking tour 4k,channel_search
UCBBKed4Xg6xpJHJJQhs06lg,driving tour 4k,channel_search
UCBBchaQjc6dL16qfv2QOwNw,shopping mall walk,channel_search
UCBDlqtIUWDfkl29t2hwXj3Q,driving tour 4k,channel_search
UCBKMsxNaDDtbjxBzPnWkw6Q,shopping mall walk,channel_search
UCBX_wRb6MXqG3WKIfseM4oA,driving tour 4k,channel_search
UCB_Uip4N7tTs7caTpdU6mzw,walking tour 4k,channel_search
UCBcVQr-07MH-p9e2kRTdB3A,driving tour 4k,channel_search
UCBeRSoul9_TwkAPOBIUzlkA,shopping mall walk,video_search
UCBfTFoY0YXwI-3Fq11rW6fA,shopping mall walk,channel_search
UCBh3bWpcR_jhVBpQq_1_Oig,shopping mall walk,channel_search
UCBhQ7AYCjdzF9DgP0D0vp7w,shopping mall walk,channel_search
UCBiGdR2qCiNPaYXjMlBeBww,shopping mall walk,channel_search
UCBkcw8h7epT_bK0QzuY2Bmg,shopping mall walk,video_search
UCBmUQ9x4x2OJ7sGi3-TtrPA,shopping mall walk,channel_search
UCBpVKRdSzBJEv-4Zkvcm2lQ,shopping mall walk,channel_search
UCBpgnUaFjQ3nFw2EGKa2pCA,driving tour 4k,channel_search
UCBs4xt_Ib9ghbu1rHKiCEzw,bike tour 4k,channel_search
UCBvZ2hEzZZaWAIrUHVN6YUw,walking tour 4k,channel_search
UCBvnmCDCK9QgojU8oLHzqbg,driving tour 4k,channel_search
UCByMkXW0lK9LelnKe8hODhg,driving tour 4k,channel_search
UCC0rOwLQMJqw88KkP9fFd5w,shopping mall walk,channel_search
UCC1klRx2IjAvRBI3y7Keu6g,shopping mall walk,channel_search
UCC24ivC8mNsM3JuJCer2vMw,shopping mall walk,channel_search
UCC6-xZigUQpxIpwyIaRYfZQ,shopping mall walk,channel_search
UCC6ydzstI9jfszAg1PzUBrw,driving tour 4k,channel_search
UCC8zeMcREJ-gvSmXZMTnr3g,shopping mall walk,channel_search
UCCDvGX3TSNjop9aHGlBBLoA,walking tour 4k,channel_search
UCCGkZ2MqIgiTvM8IPo1HHfQ,driving tour 4k,channel_search
UCCJAuHM4ArfHFTc3wTyNr6w,walking tour 4k,channel_search
UCCJY6ZaGjfIE_nWqrLLZVXg,driving tour 4k,channel_search
UCCNPPSSdTTdTtyQ3av4-0eQ,shopping mall walk,channel_search
UCCNWkEv6KXwh3OuqdoX17lg,shopping mall walk,channel_search
UCCOZtsuMNB1FwM_Nz-vstvQ,bike tour 4k,channel_search
UCCPX2i24RDNshhYoFbKRi2g,driving tour 4k,channel_search
UCCQulDJC9BkKX3DLzohx-Uw,shopping mall walk,channel_search
UCCYsUqxlZs8MLyJxKdTEYdA,driving tour 4k,channel_search
UCC_XyQjgwZMdoVTK6IeGceg,walking tour 4k,channel_search
UCCbAUprPP4IQ12jjNnI-vaA,shopping mall walk,channel_search
UCCcFah5bW8zIbMqydLHeRdw,driving tour 4k,channel_search
UCCeWyl0pdUDNwR2J6_E2l0w,walking tour 4k,channel_search
UCCfonaBJYS9aqxnjrlV0ihw,shopping mall walk,channel_search
UCChcN1MM1V_bSSTESnNYq0Q,driving tour 4k,channel_search
UCChsouhs8S7LMvLBUyinfyA,shopping mall walk,channel_search
UCCifgw5heieu3rESMxs_oRQ,shopping mall walk,channel_search
UCCkeT3R5H8CjbLuwBZFlCnA,shopping mall walk,channel_search
UCCpzVpXQeKnnbKkbRX_7DCg,walking tour 4k,channel_search
UCCqQoB-fr7QSRlDDoeDi6Xg,bike tour 4k,channel_search
UCCtNWtQpkfphfkULsFd1oTA,bike tour 4k,channel_search
UCCwHms95AH2uH3TYLq6vEgw,driving tour 4k,channel_search
UCCy4YYz40fX9iGrczdGrrPg,driving tour 4k,channel_search
UCD2wOsH-2iuMzwXOE2iiCBQ,shopping mall walk,channel_search
UCD4x4ucg96gs9tGeE1R4DJg,shopping mall walk,channel_search
UCD7Yd7qCjmovzgmT2cZpFiw,shopping mall walk,channel_search
UCDCh_co9bI5yMjTsLeHYAVA,walking tour 4k,channel_search
UCDEB-dIXN0AR-kQQAE6oL1A,bike tour 4k,channel_search
UCDEHokIqspifE0PoDkWv7vQ,city walk 4k,channel_search
UCDEdPWw2lypbVcZ9bAHAYng,bike tour 4k,channel_search
UCDFqyIVeP-uhZovHBekdmOg,shopping mall walk,channel_search
UCDGroZxukWTmiTZD3HHxgPw,bike tour 4k,channel_search
UCDHnGpE-S6ej40BPPQglZsg,walking tour 4k,channel_search
UCDOWxv7L86BQdyNJyE4H71Q,shopping mall walk,channel_search
UCDT_nrjzZtjgleBIphnEB5A,shopping mall walk,channel_search
UCDV9QDS2jsfT1aU9sbP4H-g,driving tour 4k,channel_search
UCDWinhM0qu3Py87Hwd2Nscg,bike tour 4k,channel_search
UCDc0qqdBxs0ATQO9i0eB5pA,shopping mall walk,video_search
UCDcBio7Y4qf4K1YyW4jM6KQ,bike tour 4k,channel_search
UCDoq-vOb_dyJGY3HWW63DxQ,shopping mall walk,channel_search
UCDt_0KOEWN3FsEgBuoj3HdQ,shopping mall walk,channel_search
UCDtuL0lh52cTfmfzQvptXJw,shopping mall walk,channel_search
UCE-lVuzRQpjduDO1yxp-X0Q,bike tour 4k,channel_search
UCE9NHtTla8Lqk9CKvFkjHXg,shopping mall walk,channel_search
UCEG3jxa9z-7VWHusO5HzT-A,shopping mall walk,channel_search
UCEHMjneDdNSReLzqXxa3IZg,city walk 4k,channel_search
UCEHz8MRZ2GZCBHIg7KG-qfg,walking tour 4k,channel_search
UCEJUGrMsvPJBoddvVkMIlkQ,shopping mall walk,channel_search
UCEL9_gFV9YRasbbsu5v8Ynw,walking tour 4k,channel_search
UCEN_t6x-yI3lCrogOBSsVFw,shopping mall walk,channel_search
UCERhrfMIf1AAeJ-9P7xZ3Hg,shopping mall walk,video_search
UCETJFPLTJXSPNIv1xgzMUYg,walking tour 4k,channel_search
UCEZ_zB95xT6J8u33-pBF6UA,walking tour 4k,video_search
